RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         3289     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  664  685     0     0  con    0  1.0D+00  2.9D-01  4.355D-04  4.566D-01
  665  686     0     0  con    0  1.0D+00  6.7D-01  7.059D-04  4.566D-01
  666  687     0     0  con    0  1.0D+00  9.7D-02  2.817D-04  4.566D-01
  667  688     0     0  con    0  1.0D+00  5.2D-02  1.363D-04  4.566D-01
  668  689     0     0  con    0  1.0D+00  5.8D-02  1.053D-04  4.566D-01
  669  690     0     0  con    0  1.0D+00  8.1D-02  1.417D-04  4.566D-01
  670  691     0     0  con    0  1.0D+00  2.5D-02  4.806D-05  4.566D-01
  671  692     0     0  con    0  1.0D+00  3.3D-03  3.773D-05  4.566D-01
  672  693     0     0  con    0  1.0D+00  1.8D-02  1.160D-04  4.566D-01
  673  694     0     0  con    0  1.0D+00  4.1D-02  1.979D-04  4.566D-01
  674  695     0     0  con    0  1.0D+00  9.0D-02  2.932D-04  4.566D-01
  675  696     0     0  con    0  1.0D+00  1.9D-01  3.883D-04  4.566D-01
  676  697     0     0  con    0  1.0D+00  3.9D-01  5.008D-04  4.565D-01
  677  698     0     0  con    0  1.0D+00  5.3D-01  4.072D-04  4.565D-01
  678  699     0     0  con    0  1.0D+00  2.6D-02  1.826D-04  4.565D-01
  679  700     0     0  con    0  1.0D+00  2.6D-02  4.804D-05  4.565D-01
  680  701     0     0  con    0  1.0D+00  1.1D-02  6.314D-05  4.565D-01
  681  702     0     0  con    0  1.0D+00  2.6D-02  8.358D-05  4.565D-01
  682  703     0     0  con    0  1.0D+00  3.5D-02  1.278D-04  4.565D-01
  683  704     0     0  con    0  1.0D+00  7.7D-02  2.188D-04  4.565D-01
  684  705     0     0  con    0  1.0D+00  1.3D-01  3.283D-04  4.565D-01
  685  706     0     0  con    0  1.0D+00  3.3D-01  4.747D-04  4.565D-01
  686  707     0     0  con    0  1.0D+00  6.5D-01  5.501D-04  4.564D-01
  687  708     0     0  con    0  1.0D+00  3.7D-01  3.930D-04  4.564D-01
  688  709     0     0  con    0  1.0D+00  2.4D-01  2.159D-04  4.564D-01
  689  710     0     0  con    0  1.0D+00  2.5D-02  1.237D-04  4.564D-01
  690  711     0     0  con    0  1.0D+00  2.0D-02  2.230D-05  4.564D-01
  691  712     0     0  con    0  1.0D+00  2.6D-03  1.818D-05  4.564D-01
  692  713     0     0  con    0  1.0D+00  2.3D-02  6.050D-05  4.564D-01
  693  714     0     0  con    0  1.0D+00  4.1D-02  1.098D-04  4.564D-01
  694  715     0     0  con    0  1.0D+00  1.5D-01  2.265D-04  4.564D-01
  695  716     0     0  con    0  1.0D+00  2.4D-01  3.283D-04  4.564D-01
  696  717     0     0  con    0  1.0D+00  5.2D-01  4.003D-04  4.564D-01
  697  719     0     0  con    1  5.1D-01  8.0D-01  3.892D-04  4.563D-01
  698  720     0     0  con    0  1.0D+00  7.9D-01  3.036D-04  4.563D-01
  699  721     0     0  con    0  1.0D+00  1.3D-01  1.225D-04  4.563D-01
  700  722     0     0  con    0  1.0D+00  2.6D-02  1.284D-04  4.563D-01
  701  723     0     0  con    0  1.0D+00  4.3D-02  9.128D-05  4.563D-01
  702  724     0     0  con    0  1.0D+00  7.1D-03  7.410D-05  4.563D-01
  703  725     0     0  con    0  1.0D+00  2.5D-02  3.970D-05  4.563D-01
  704  726     0     0  con    0  1.0D+00  2.8D-02  6.180D-05  4.563D-01
  705  727     0     0  con    0  1.0D+00  1.2D-01  1.389D-04  4.563D-01
  706  728     0     0  con    0  1.0D+00  6.8D-02  1.874D-04  4.563D-01
  707  729     0     0  con    0  1.0D+00  1.6D-01  2.601D-04  4.563D-01
  708  730     0     0  con    0  1.0D+00  3.7D-01  3.596D-04  4.563D-01
  709  731     0     0  con    0  1.0D+00  3.5D-01  4.254D-04  4.563D-01
  710  732     0     0  con    0  1.0D+00  1.1D-01  1.487D-04  4.562D-01
  711  733     0     0  con    0  1.0D+00  4.2D-02  5.175D-05  4.562D-01
  712  734     0     0  con    0  1.0D+00  2.4D-02  5.361D-05  4.562D-01
  713  735     0     0  con    0  1.0D+00  3.0D-02  5.395D-05  4.562D-01
  714  736     0     0  con    0  1.0D+00  5.5D-02  9.965D-05  4.562D-01
  715  737     0     0  con    0  1.0D+00  1.1D-01  1.341D-04  4.562D-01
  716  738     0     0  con    0  1.0D+00  2.4D-01  1.669D-04  4.562D-01
  717  739     0     0  con    0  1.0D+00  1.9D-01  1.357D-04  4.562D-01
  718  740     0     0  con    0  1.0D+00  1.1D-01  5.457D-05  4.562D-01
  719  741     0     0  con    0  1.0D+00  4.6D-02  6.437D-05  4.562D-01
  720  742     0     0  con    0  1.0D+00  3.8D-03  4.480D-05  4.562D-01
  721  743     0     0  con    0  1.0D+00  2.6D-03  3.187D-05  4.562D-01
  722  744     0     0  con    0  1.0D+00  8.2D-03  5.217D-05  4.562D-01
  723  745     0     0  con    0  1.0D+00  1.1D-02  5.608D-05  4.562D-01
  724  746     0     0  con    0  1.0D+00  3.0D-02  1.389D-04  4.562D-01
  725  747     0     0  con    0  1.0D+00  7.0D-02  2.396D-04  4.562D-01
  726  748     0     0  con    0  1.0D+00  9.6D-02  2.843D-04  4.562D-01
  727  749     0     0  con    0  1.0D+00  3.6D-01  2.587D-04  4.562D-01
  728  750     0     0  con    0  1.0D+00  1.0D-01  1.442D-04  4.562D-01
  729  751     0     0  con    0  1.0D+00  3.6D-02  1.161D-04  4.562D-01
  730  752     0     0  con    0  1.0D+00  3.0D-02  8.575D-05  4.562D-01
  731  753     0     0  con    0  1.0D+00  9.7D-02  1.293D-04  4.562D-01
  732  754     0     0  con    0  1.0D+00  2.3D-01  2.224D-04  4.562D-01
  733  755     0     0  con    0  1.0D+00  2.9D-01  2.517D-04  4.562D-01
  734  756     0     0  con    0  1.0D+00  3.6D-01  3.143D-04  4.562D-01
  735  757     0     0  con    0  1.0D+00  1.0D+00  3.733D-04  4.561D-01
  736  758     0     0  con    0  1.0D+00  3.6D-01  3.251D-04  4.561D-01
  737  759     0     0  con    0  1.0D+00  2.5D-01  1.844D-04  4.561D-01
  738  760     0     0  con    0  1.0D+00  2.7D-01  1.799D-04  4.561D-01
  739  761     0     0  con    0  1.0D+00  9.7D-02  1.428D-04  4.561D-01
  740  762     0     0  con    0  1.0D+00  2.6D-02  1.111D-04  4.561D-01
  741  763     0     0  con    0  1.0D+00  5.7D-02  7.732D-05  4.561D-01
  742  764     0     0  con    0  1.0D+00  1.3D-01  1.538D-04  4.561D-01
  743  765     0     0  con    0  1.0D+00  2.3D-01  2.011D-04  4.561D-01
  744  766     0     0  con    0  1.0D+00  2.9D-01  1.425D-04  4.561D-01
  745  767     0     0  con    0  1.0D+00  2.0D-01  1.790D-04  4.561D-01
  746  768     0     0  con    0  1.0D+00  2.2D-01  2.060D-04  4.561D-01
  747  769     0     0  con    0  1.0D+00  1.5D-01  2.432D-04  4.561D-01
  748  770     0     0  con    0  1.0D+00  1.8D-01  2.866D-04  4.561D-01
  749  771     0     0  con    0  1.0D+00  4.1D-01  2.951D-04  4.561D-01
  750  772     0     0  con    0  1.0D+00  1.1D-01  1.482D-04  4.560D-01
  751  773     0     0  con    0  1.0D+00  3.4D-02  8.909D-05  4.560D-01
  752  774     0     0  con    0  1.0D+00  1.6D-02  5.211D-05  4.560D-01
  753  775     0     0  con    0  1.0D+00  5.2D-02  7.254D-05  4.560D-01
  754  776     0     0  con    0  1.0D+00  3.4D-02  5.384D-05  4.560D-01
  755  777     0     0  con    0  1.0D+00  1.0D-01  6.580D-05  4.560D-01
  756  778     0     0  con    0  1.0D+00  1.3D-01  7.683D-05  4.560D-01
  757  779     0     0  con    0  1.0D+00  7.9D-02  5.066D-05  4.560D-01
  758  780     0     0  con    0  1.0D+00  2.3D-01  7.051D-05  4.560D-01
  759  781     0     0  con    0  1.0D+00  1.1D-01  1.169D-04  4.560D-01
  760  782     0     0  con    0  1.0D+00  9.2D-02  1.445D-04  4.560D-01
  761  783     0     0  con    0  1.0D+00  2.5D-01  1.831D-04  4.560D-01
  762  785     0     0  con    1  3.8D-01  1.4D-01  2.141D-04  4.560D-01
  763  786     0     0  con    0  1.0D+00  1.5D-01  1.387D-04  4.560D-01
  764  787     0     0  con    0  1.0D+00  1.7D-01  5.259D-05  4.560D-01
  765  788     0     0  con    0  1.0D+00  3.6D-02  4.782D-05  4.560D-01
  766  789     0     0  con    0  1.0D+00  8.2D-03  2.106D-05  4.560D-01
  767  790     0     0  con    0  1.0D+00  8.7D-03  2.865D-05  4.560D-01
  768  791     0     0  con    0  1.0D+00  8.2D-03  3.973D-05  4.560D-01
  769  792     0     0  con    0  1.0D+00  5.0D-02  7.332D-05  4.560D-01
  770  793     0     0  con    0  1.0D+00  1.4D-01  1.521D-04  4.560D-01
  771  794     0     0  con    0  1.0D+00  2.1D-01  1.972D-04  4.560D-01
  772  795     0     0  con    0  1.0D+00  4.9D-01  2.447D-04  4.560D-01
  773  797     0     0  con    1  3.4D-01  3.3D-01  2.504D-04  4.560D-01
  774  798     0     0  con    0  1.0D+00  4.2D-01  2.008D-04  4.560D-01
  775  799     0     0  con    0  1.0D+00  1.9D-01  1.687D-04  4.560D-01
  776  800     0     0  con    0  1.0D+00  2.1D-01  1.565D-04  4.559D-01
  777  801     0     0  con    0  1.0D+00  9.6D-02  1.115D-04  4.559D-01
  778  802     0     0  con    0  1.0D+00  3.7D-02  8.034D-05  4.559D-01
  779  803     0     0  con    0  1.0D+00  8.6D-02  1.274D-04  4.559D-01
  780  804     0     0  con    0  1.0D+00  9.1D-02  1.611D-04  4.559D-01
  781  805     0     0  con    0  1.0D+00  2.6D-01  2.054D-04  4.559D-01
  782  807     0     0  con    1  5.1D-01  1.6D-01  3.220D-04  4.559D-01
  783  808     0     0  con    0  1.0D+00  1.2D-01  1.692D-04  4.559D-01
  784  809     0     0  con    0  1.0D+00  2.0D-01  1.475D-04  4.559D-01
  785  810     0     0  con    0  1.0D+00  6.4D-02  1.574D-04  4.559D-01
  786  811     0     0  con    0  1.0D+00  4.3D-02  1.440D-04  4.559D-01
  787  812     0     0  con    0  1.0D+00  3.0D-01  2.470D-04  4.559D-01
  788  813     0     0  con    0  1.0D+00  3.9D-02  9.920D-05  4.559D-01
  789  814     0     0  con    0  1.0D+00  3.5D-02  6.479D-05  4.559D-01
  790  815     0     0  con    0  1.0D+00  1.1D-02  3.960D-05  4.559D-01
  791  816     0     0  con    0  1.0D+00  8.7D-02  8.138D-05  4.559D-01
  792  817     0     0  con    0  1.0D+00  1.2D-01  1.158D-04  4.559D-01
  793  818     0     0  con    0  1.0D+00  3.7D-01  2.403D-04  4.559D-01
  794  819     0     0  con    0  1.0D+00  1.4D-01  2.369D-04  4.559D-01
  795  820     0     0  con    0  1.0D+00  2.3D-01  1.688D-04  4.559D-01
  796  821     0     0  con    0  1.0D+00  3.7D-01  1.292D-04  4.559D-01
  797  822     0     0  con    0  1.0D+00  3.4D-01  2.092D-04  4.559D-01
  798  823     0     0  con    0  1.0D+00  1.5D-01  8.161D-05  4.559D-01
  799  824     0     0  con    0  1.0D+00  1.1D-01  4.816D-05  4.559D-01
  800  825     0     0  con    0  1.0D+00  6.3D-02  2.651D-05  4.559D-01
  801  826     0     0  con    0  1.0D+00  8.1D-02  6.590D-05  4.559D-01
  802  827     0     0  con    0  1.0D+00  4.9D-02  7.157D-05  4.559D-01
  803  828     0     0  con    0  1.0D+00  1.5D-01  1.134D-04  4.559D-01
  804  829     0     0  con    0  1.0D+00  1.2D-01  1.507D-04  4.559D-01
  805  830     0     0  con    0  1.0D+00  7.9D-02  1.257D-04  4.559D-01
  806  831     0     0  con    0  1.0D+00  2.2D-01  2.804D-04  4.558D-01
  807  832     0     0  con    0  1.0D+00  5.9D-02  1.686D-04  4.558D-01
  808  833     0     0  con    0  1.0D+00  5.8D-02  1.005D-04  4.558D-01
  809  834     0     0  con    0  1.0D+00  1.2D-02  6.679D-05  4.558D-01
  810  835     0     0  con    0  1.0D+00  7.2D-02  3.822D-05  4.558D-01
  811  836     0     0  con    0  1.0D+00  8.2D-02  5.543D-05  4.558D-01
  812  837     0     0  con    0  1.0D+00  6.6D-02  4.120D-05  4.558D-01
  813  838     0     0  con    0  1.0D+00  1.2D-01  5.973D-05  4.558D-01
  814  839     0     0  con    0  1.0D+00  1.5D-01  6.042D-05  4.558D-01
  815  840     0     0  con    0  1.0D+00  1.0D-01  4.502D-05  4.558D-01
  816  841     0     0  con    0  1.0D+00  2.7D-01  4.280D-05  4.558D-01
  817  842     0     0  con    0  1.0D+00  7.6D-02  1.195D-04  4.558D-01
  818  843     0     0  con    0  1.0D+00  1.7D-02  6.848D-05  4.558D-01
  819  844     0     0  con    0  1.0D+00  2.8D-02  8.141D-05  4.558D-01
  820  845     0     0  con    0  1.0D+00  5.9D-02  1.401D-04  4.558D-01
  821  846     0     0  con    0  1.0D+00  1.6D-01  2.310D-04  4.558D-01
  822  847     0     0  con    0  1.0D+00  2.7D-01  2.920D-04  4.558D-01
  823  849     0     0  con    1  2.1D-01  2.0D-01  2.570D-04  4.558D-01
  824  850     0     0  con    0  1.0D+00  2.3D-01  1.908D-04  4.558D-01
  825  851     0     0  con    0  1.0D+00  9.1D-02  7.003D-05  4.558D-01
  826  852     0     0  con    0  1.0D+00  9.1D-03  6.453D-05  4.558D-01
  827  853     0     0  con    0  1.0D+00  2.4D-02  8.134D-05  4.558D-01
  828  854     0     0  con    0  1.0D+00  4.0D-02  1.200D-04  4.558D-01
  829  855     0     0  con    0  1.0D+00  1.3D-01  1.793D-04  4.558D-01
  830  856     0     0  con    0  1.0D+00  1.1D-01  2.079D-04  4.558D-01
  831  857     0     0  con    0  1.0D+00  1.1D-01  1.669D-04  4.558D-01
  832  858     0     0  con    0  1.0D+00  2.1D-01  2.521D-04  4.558D-01
  833  859     0     0  con    0  1.0D+00  1.1D-01  7.567D-05  4.558D-01
  834  860     0     0  con    0  1.0D+00  5.1D-02  4.605D-05  4.558D-01
  835  861     0     0  con    0  1.0D+00  1.1D-01  1.050D-04  4.558D-01
  836  862     0     0  con    0  1.0D+00  2.0D-01  2.170D-04  4.558D-01
  837  863     0     0  con    0  1.0D+00  3.5D-02  1.517D-04  4.557D-01
  838  864     0     0  con    0  1.0D+00  2.2D-01  1.140D-04  4.557D-01
  839  865     0     0  con    0  1.0D+00  5.4D-01  1.990D-04  4.557D-01
  840  866     0     0  con    0  1.0D+00  8.0D-01  1.707D-04  4.557D-01
  841  868     0     0  con    1  1.3D-01  1.0D-01  1.493D-04  4.557D-01
  842  869     0     0  con    0  1.0D+00  3.0D-01  6.766D-05  4.557D-01
  843  870     0     0  con    0  1.0D+00  5.0D-02  4.832D-05  4.557D-01
  844  871     0     0  con    0  1.0D+00  2.8D-02  3.145D-05  4.557D-01
  845  872     0     0  con    0  1.0D+00  3.1D-02  3.194D-05  4.557D-01
  846  873     0     0  con    0  1.0D+00  2.9D-02  4.590D-05  4.557D-01
  847  874     0     0  con    0  1.0D+00  3.0D-02  7.827D-05  4.557D-01
  848  875     0     0  con    0  1.0D+00  3.9D-02  1.391D-04  4.557D-01
  849  876     0     0  con    0  1.0D+00  4.2D-02  1.808D-04  4.557D-01
  850  877     0     0  con    0  1.0D+00  9.2D-02  2.198D-04  4.557D-01
  851  878     0     0  con    0  1.0D+00  1.5D-01  2.365D-04  4.557D-01
  852  879     0     0  con    0  1.0D+00  2.3D-01  2.981D-04  4.557D-01
  853  880     0     0  con    0  1.0D+00  1.1D-01  1.966D-04  4.557D-01
  854  881     0     0  con    0  1.0D+00  9.2D-02  8.109D-05  4.557D-01
  855  882     0     0  con    0  1.0D+00  5.0D-02  8.663D-05  4.557D-01
  856  883     0     0  con    0  1.0D+00  1.4D-01  8.049D-05  4.557D-01
  857  885     0     0  con    1  5.1D-01  1.9D-01  1.076D-04  4.557D-01
  858  886     0     0  con    0  1.0D+00  2.2D-01  8.967D-05  4.557D-01
  859  887     0     0  con    0  1.0D+00  8.3D-02  5.800D-05  4.557D-01
  860  888     0     0  con    0  1.0D+00  1.5D-01  4.322D-05  4.557D-01
  861  889     0     0  con    0  1.0D+00  5.2D-02  5.057D-05  4.557D-01
  862  890     0     0  con    0  1.0D+00  9.7D-03  4.352D-05  4.557D-01
  863  891     0     0  con    0  1.0D+00  3.7D-02  5.393D-05  4.557D-01
  864  892     0     0  con    0  1.0D+00  5.2D-02  7.724D-05  4.557D-01
  865  893     0     0  con    0  1.0D+00  1.5D-01  1.031D-04  4.557D-01
  866  894     0     0  con    0  1.0D+00  2.0D-01  2.582D-04  4.557D-01
  867  895     0     0  con    0  1.0D+00  2.9D-02  7.633D-05  4.557D-01
  868  896     0     0  con    0  1.0D+00  1.7D-02  5.382D-05  4.557D-01
  869  897     0     0  con    0  1.0D+00  4.0D-02  3.734D-05  4.557D-01
  870  898     0     0  con    0  1.0D+00  3.3D-02  6.928D-05  4.557D-01
  871  899     0     0  con    0  1.0D+00  6.5D-02  1.478D-04  4.557D-01
  872  900     0     0  con    0  1.0D+00  1.0D-01  2.200D-04  4.556D-01
  873  901     0     0  con    0  1.0D+00  1.6D-01  2.927D-04  4.556D-01
  874  902     0     0  con    0  1.0D+00  2.5D-01  4.447D-04  4.556D-01
  875  903     0     0  con    0  1.0D+00  4.7D-01  4.253D-04  4.556D-01
  876  904     0     0  con    0  1.0D+00  1.9D-01  3.022D-04  4.556D-01
  877  905     0     0  con    0  1.0D+00  7.4D-02  1.396D-04  4.556D-01
  878  906     0     0  con    0  1.0D+00  6.9D-02  1.077D-04  4.556D-01
  879  907     0     0  con    0  1.0D+00  1.6D-01  1.502D-04  4.556D-01
  880  908     0     0  con    0  1.0D+00  1.7D-01  1.872D-04  4.556D-01
  881  909     0     0  con    0  1.0D+00  4.7D-01  1.982D-04  4.556D-01
  882  910     0     0  con    0  1.0D+00  4.1D-01  1.413D-04  4.556D-01
  883  911     0     0  con    0  1.0D+00  4.7D-02  6.017D-05  4.556D-01
  884  912     0     0  con    0  1.0D+00  5.1D-02  6.652D-05  4.556D-01
  885  913     0     0  con    0  1.0D+00  2.6D-02  6.678D-05  4.556D-01
  886  914     0     0  con    0  1.0D+00  8.5D-02  8.577D-05  4.556D-01
  887  915     0     0  con    0  1.0D+00  7.6D-02  8.356D-05  4.556D-01
  888  916     0     0  con    0  1.0D+00  3.0D-02  4.482D-05  4.556D-01
  889  917     0     0  con    0  1.0D+00  3.2D-02  5.687D-05  4.556D-01
  890  918     0     0  con    0  1.0D+00  2.3D-02  7.300D-05  4.556D-01
  891  919     0     0  con    0  1.0D+00  6.9D-02  1.008D-04  4.556D-01
  892  920     0     0  con    0  1.0D+00  4.9D-02  1.448D-04  4.555D-01
  893  921     0     0  con    0  1.0D+00  6.8D-02  1.702D-04  4.555D-01
  894  922     0     0  con    0  1.0D+00  2.0D-01  2.015D-04  4.555D-01
  895  923     0     0  con    0  1.0D+00  3.6D-01  3.100D-04  4.555D-01
  896  924     0     0  con    0  1.0D+00  3.7D-01  3.111D-04  4.555D-01
  897  925     0     0  con    0  1.0D+00  4.6D-01  1.765D-04  4.555D-01
  898  926     0     0  con    0  1.0D+00  2.7D-02  6.586D-05  4.555D-01
  899  927     0     0  con    0  1.0D+00  7.0D-02  5.228D-05  4.555D-01
  900  928     0     0  con    0  1.0D+00  2.3D-02  4.336D-05  4.555D-01
  901  929     0     0  con    0  1.0D+00  4.8D-02  4.974D-05  4.555D-01
  902  930     0     0  con    0  1.0D+00  3.5D-02  7.057D-05  4.555D-01
  903  931     0     0  con    0  1.0D+00  8.4D-02  1.648D-04  4.555D-01
  904  932     0     0  con    0  1.0D+00  1.2D-01  2.025D-04  4.555D-01
  905  933     0     0  con    0  1.0D+00  9.7D-02  1.928D-04  4.555D-01
  906  934     0     0  con    0  1.0D+00  1.8D-01  1.259D-04  4.555D-01
  907  935     0     0  con    0  1.0D+00  1.3D-01  1.421D-04  4.555D-01
  908  936     0     0  con    0  1.0D+00  4.7D-02  7.058D-05  4.555D-01
  909  937     0     0  con    0  1.0D+00  7.8D-02  5.856D-05  4.555D-01
  910  938     0     0  con    0  1.0D+00  6.4D-02  4.499D-05  4.555D-01
  911  939     0     0  con    0  1.0D+00  4.7D-02  6.280D-05  4.555D-01
  912  940     0     0  con    0  1.0D+00  4.5D-02  5.686D-05  4.555D-01
  913  941     0     0  con    0  1.0D+00  5.6D-02  9.755D-05  4.555D-01
  914  942     0     0  con    0  1.0D+00  1.6D-01  2.213D-04  4.555D-01
  915  943     0     0  con    0  1.0D+00  2.6D-01  2.808D-04  4.555D-01
  916  944     0     0  con    0  1.0D+00  4.3D-01  2.474D-04  4.554D-01
  917  946     0     0  con    1  2.4D-01  1.4D-01  1.970D-04  4.554D-01
  918  947     0     0  con    0  1.0D+00  1.7D-01  6.579D-05  4.554D-01
  919  948     0     0  con    0  1.0D+00  3.5D-02  4.741D-05  4.554D-01
  920  949     0     0  con    0  1.0D+00  8.4D-02  8.407D-05  4.554D-01
  921  950     0     0  con    0  1.0D+00  3.4D-02  7.750D-05  4.554D-01
  922  951     0     0  con    0  1.0D+00  1.2D-02  5.317D-05  4.554D-01
  923  952     0     0  con    0  1.0D+00  3.1D-02  3.127D-05  4.554D-01
  924  953     0     0  con    0  1.0D+00  4.0D-02  1.038D-04  4.554D-01
  925  954     0     0  con    0  1.0D+00  1.4D-02  5.361D-05  4.554D-01
  926  955     0     0  con    0  1.0D+00  2.1D-02  4.715D-05  4.554D-01
  927  956     0     0  con    0  1.0D+00  2.2D-02  5.662D-05  4.554D-01
  928  957     0     0  con    0  1.0D+00  5.3D-02  6.322D-05  4.554D-01
  929  958     0     0  con    0  1.0D+00  1.3D-01  1.561D-04  4.554D-01
  930  959     0     0  con    0  1.0D+00  2.2D-02  4.141D-05  4.554D-01
  931  960     0     0  con    0  1.0D+00  2.2D-02  4.907D-05  4.554D-01
  932  961     0     0  con    0  1.0D+00  4.4D-02  7.791D-05  4.554D-01
  933  962     0     0  con    0  1.0D+00  6.3D-02  1.317D-04  4.554D-01
  934  963     0     0  con    0  1.0D+00  1.8D-01  1.974D-04  4.554D-01
  935  964     0     0  con    0  1.0D+00  3.5D-01  2.928D-04  4.554D-01
  936  965     0     0  con    0  1.0D+00  5.6D-01  3.738D-04  4.554D-01
  937  966     0     0  con    0  1.0D+00  7.2D-01  3.014D-04  4.554D-01
  938  968     0     0  con    1  3.5D-01  2.5D-01  2.061D-04  4.554D-01
  939  969     0     0  con    0  1.0D+00  1.0D-01  6.532D-05  4.554D-01
  940  970     0     0  con    0  1.0D+00  3.3D-02  4.877D-05  4.554D-01
  941  971     0     0  con    0  1.0D+00  2.9D-02  5.712D-05  4.554D-01
  942  972     0     0  con    0  1.0D+00  4.1D-02  5.949D-05  4.554D-01
  943  973     0     0  con    0  1.0D+00  1.5D-01  9.442D-05  4.554D-01
  944  974     0     0  con    0  1.0D+00  9.8D-02  9.666D-05  4.554D-01
  945  975     0     0  con    0  1.0D+00  2.6D-02  6.125D-05  4.554D-01
  946  976     0     0  con    0  1.0D+00  2.7D-02  3.241D-05  4.554D-01
  947  977     0     0  con    0  1.0D+00  2.8D-02  2.836D-05  4.554D-01
  948  978     0     0  con    0  1.0D+00  1.5D-02  2.309D-05  4.554D-01
  949  979     0     0  con    0  1.0D+00  1.6D-01  3.984D-05  4.554D-01
  950  981     0     0  con    1  4.6D-01  2.3D-02  5.496D-05  4.554D-01
  951  982     0     0  con    0  1.0D+00  1.4D-02  3.488D-05  4.554D-01
  952  983     0     0  con    0  1.0D+00  4.4D-02  4.642D-05  4.554D-01
  953  984     0     0  con    0  1.0D+00  6.4D-02  5.718D-05  4.554D-01
  954  985     0     0  con    0  1.0D+00  1.2D-01  1.004D-04  4.554D-01
  955  986     0     0  con    0  1.0D+00  2.9D-01  1.258D-04  4.554D-01
  956  987     0     0  con    0  1.0D+00  5.4D-02  8.752D-05  4.554D-01
  957  988     0     0  con    0  1.0D+00  2.4D-02  4.729D-05  4.554D-01
  958  989     0     0  con    0  1.0D+00  7.2D-02  3.063D-05  4.554D-01
  959  991     0     0  con    1  5.1D-01  4.8D-02  4.307D-05  4.554D-01
  960  992     0     0  con    0  1.0D+00  4.9D-02  4.248D-05  4.554D-01
  961  993     0     0  con    0  1.0D+00  7.0D-02  5.861D-05  4.554D-01
  962  994     0     0  con    0  1.0D+00  1.1D-01  6.382D-05  4.554D-01
  963  995     0     0  con    0  1.0D+00  1.5D-01  4.630D-05  4.554D-01
  964  996     0     0  con    0  1.0D+00  4.4D-02  3.629D-05  4.554D-01
  965  997     0     0  con    0  1.0D+00  4.3D-02  5.896D-05  4.554D-01
  966  998     0     0  con    0  1.0D+00  2.1D-02  7.267D-05  4.554D-01
  967  999     0     0  con    0  1.0D+00  4.2D-02  6.904D-05  4.554D-01
  968 1000     0     0  con    0  1.0D+00  7.4D-02  6.896D-05  4.554D-01
  969 1001     0     0  con    0  1.0D+00  4.3D-02  3.217D-05  4.554D-01
  970 1002     0     0  con    0  1.0D+00  2.4D-02  2.486D-05  4.553D-01
  971 1003     0     0  con    0  1.0D+00  3.5D-02  6.283D-05  4.553D-01
  972 1004     0     0  con    0  1.0D+00  5.4D-02  1.052D-04  4.553D-01
  973 1005     0     0  con    0  1.0D+00  5.8D-02  1.554D-04  4.553D-01
  974 1006     0     0  con    0  1.0D+00  2.3D-01  2.758D-04  4.553D-01
  975 1007     0     0  con    0  1.0D+00  3.0D-01  3.623D-04  4.553D-01
  976 1008     0     0  con    0  1.0D+00  2.3D-01  3.304D-04  4.553D-01
  977 1009     0     0  con    0  1.0D+00  5.7D-01  3.395D-04  4.553D-01
  978 1010     0     0  con    0  1.0D+00  6.7D-02  1.370D-04  4.553D-01
  979 1011     0     0  con    0  1.0D+00  4.6D-02  8.429D-05  4.553D-01
  980 1012     0     0  con    0  1.0D+00  2.3D-01  9.440D-05  4.553D-01
  981 1013     0     0  con    0  1.0D+00  2.8D-01  1.890D-04  4.553D-01
  982 1014     0     0  con    0  1.0D+00  1.4D-01  7.996D-05  4.553D-01
  983 1015     0     0  con    0  1.0D+00  8.6D-02  3.717D-05  4.553D-01
  984 1016     0     0  con    0  1.0D+00  2.2D-02  2.628D-05  4.553D-01
  985 1017     0     0  con    0  1.0D+00  1.2D-02  4.565D-05  4.553D-01
  986 1018     0     0  con    0  1.0D+00  1.9D-02  5.131D-05  4.553D-01
  987 1019     0     0  con    0  1.0D+00  4.8D-02  7.083D-05  4.553D-01
  988 1020     0     0  con    0  1.0D+00  4.5D-02  9.204D-05  4.553D-01
  989 1021     0     0  con    0  1.0D+00  1.1D-01  1.376D-04  4.553D-01
  990 1022     0     0  con    0  1.0D+00  2.3D-01  1.704D-04  4.553D-01
  991 1023     0     0  con    0  1.0D+00  4.2D-01  1.921D-04  4.553D-01
  992 1025     0     0  con    1  5.0D-01  6.1D-01  1.580D-04  4.552D-01
  993 1026     0     0  con    0  1.0D+00  4.1D-01  9.760D-05  4.552D-01
  994 1027     0     0  con    0  1.0D+00  4.3D-02  5.494D-05  4.552D-01
  995 1028     0     0  con    0  1.0D+00  1.8D-02  3.664D-05  4.552D-01
  996 1029     0     0  con    0  1.0D+00  2.4D-02  2.127D-05  4.552D-01
  997 1030     0     0  con    0  1.0D+00  3.2D-02  2.982D-05  4.552D-01
